Date,Open,High,Low,Close,Adj Close,Volume
21/05/2019,111.440002,111.919998,111.220001,111.730003,98.921494,7967900
22/05/2019,111.400002,111.790001,110.75,110.82,98.115807,7918900
23/05/2019,109.639999,109.790001,107.5,108.639999,96.185722,14558000
24/05/2019,109.519997,109.959999,109.190002,109.709999,97.133049,8537300
28/05/2019,109.199997,109.830002,108.440002,108.519997,96.079475,11665500
29/05/2019,107.449997,108.400002,107.059998,108.220001,95.813873,9966400
30/05/2019,108.650002,109.18,106.540001,107.059998,94.78685,10367800
31/05/2019,105.559998,106.589996,104.839996,105.959999,93.812943,10952800
03/06/2019,105.800003,106.860001,105.300003,106.459999,94.255638,11680700
04/06/2019,107.849998,109.900002,107.129997,109.739998,97.159599,12858600
05/06/2019,109.860001,110.379997,108.639999,110.129997,97.504913,8340500
06/06/2019,110.150002,110.870003,108.93,110.370003,97.7174,8726700
07/06/2019,109.699997,110.019997,108.959999,109.160004,96.646118,10618900
10/06/2019,110.75,111.209999,110.220001,110.339996,97.690819,11380600
11/06/2019,110.82,111.57,110.370003,110.68,97.991852,9847700
12/06/2019,110.699997,110.900002,108.889999,109.269997,96.743492,9670500
13/06/2019,109.459999,110.160004,109.050003,109.540001,96.982552,8406900
14/06/2019,109.57,110.300003,108.629997,109.82,97.230446,9077400
17/06/2019,109.699997,110.370003,109.059998,109.220001,96.699226,8128600
18/06/2019,109.010002,111.410004,108.980003,110.709999,98.018417,11057300
19/06/2019,110.82,111.589996,109.699997,109.910004,97.310135,13126500
20/06/2019,110.879997,111.089996,109.029999,110.190002,97.558044,13638000
21/06/2019,110.190002,111.669998,109.089996,109.440002,96.893997,27089500
24/06/2019,109.279999,109.769997,108.540001,108.660004,96.203438,13039600
25/06/2019,108.68,108.980003,107.669998,107.760002,95.406601,18660100
26/06/2019,108.300003,109.309998,108.160004,108.480003,96.044067,10324600
27/06/2019,108.839996,109.550003,108.440002,108.839996,96.362801,10906600
28/06/2019,111.040001,112.43,110.900002,111.800003,98.983459,21634700
01/07/2019,113.230003,114.519997,113.080002,113.68,100.647949,12724500
02/07/2019,113.510002,114.199997,113.220001,113.800003,100.754173,10174900
03/07/2019,113.339996,113.870003,112.260002,112.82,100.593697,6849400
05/07/2019,113.510002,114.269997,112.919998,113.489998,101.191078,7929400
08/07/2019,112.959999,113.480003,112.5,112.870003,100.638283,6917200
09/07/2019,112.279999,113.489998,112.150002,113.349998,101.066261,8947300
10/07/2019,113.370003,113.830002,112.739998,113.019997,100.772026,9242300
11/07/2019,113.370003,114.360001,113.120003,114.099998,101.734978,11595200
12/07/2019,114.129997,115.349998,113.93,115.300003,102.804947,10783400
15/07/2019,115.540001,115.57,113.529999,113.900002,101.556656,12946600
16/07/2019,113.480003,115.5,112.919998,115.120003,102.644447,16945000
17/07/2019,114.43,114.940002,113.730003,113.989998,101.636894,13120900
18/07/2019,113.93,115.07,113.550003,114.669998,102.243217,9397200
19/07/2019,114.889999,115.120003,113.400002,113.540001,101.235672,10402800
22/07/2019,112.910004,114.449997,112.769997,114.269997,101.886551,9061100
23/07/2019,114.879997,116.449997,114.82,116.360001,103.750076,12752200
24/07/2019,115.580002,116.879997,115.519997,116.830002,104.169136,10011000
25/07/2019,116.889999,117.239998,115.32,115.709999,103.170509,10138400
26/07/2019,115.769997,116.510002,115.529999,116.220001,103.625229,12800400
29/07/2019,116.459999,117.18,115.790001,115.849998,103.295326,8500400
30/07/2019,115.190002,116.080002,114.760002,115.589996,103.063499,7121100
31/07/2019,116.099998,116.18,114.860001,116,103.429085,13648000
01/08/2019,115.330002,116.800003,112.599998,112.940002,100.700699,15664500
02/08/2019,112.400002,113.43,111.400002,112.93,100.691772,11025500
05/08/2019,110.790001,110.980003,108.269997,109.57,97.695892,15855300
06/08/2019,110.050003,110.5,108.339996,110.43,98.462708,10203500
07/08/2019,108,108.279999,105.940002,108.029999,96.3228,17320900
08/08/2019,109.050003,110.080002,108.720001,109.860001,97.954468,10903300
09/08/2019,109.349998,110.449997,108.290001,109.739998,97.847458,9980800
12/08/2019,108.440002,108.510002,107.209999,107.68,96.010727,9393700
13/08/2019,107.949997,110.330002,107.029999,109.339996,97.490822,12124700
14/08/2019,106.300003,106.910004,104.449997,104.800003,93.442825,19491800
15/08/2019,104.82,106.379997,104.339996,105.199997,93.799477,13365600
16/08/2019,106.370003,107.980003,105.870003,107.720001,96.046402,11830600
19/08/2019,109.629997,109.75,108.419998,108.690002,96.911263,8265400
20/08/2019,107.849998,108.440002,107.239998,107.309998,95.680824,8374000
21/08/2019,108.209999,108.43,107.449997,107.610001,95.948296,8189300
22/08/2019,108.370003,109.269997,107.93,108.720001,96.938011,9343400
23/08/2019,108,108.779999,105.110001,106.019997,94.530602,14762300
26/08/2019,106.620003,106.989998,106.010002,106.870003,95.288506,8209500
27/08/2019,107.349998,107.559998,104.839996,105.739998,94.28096,14331800
28/08/2019,105.080002,107.209999,105.040001,106.800003,95.226089,10585500
29/08/2019,108.139999,109.889999,108.019997,109.220001,97.38382,10002200
30/08/2019,109.839996,110.559998,109.470001,109.860001,97.954468,10170300
03/09/2019,108.980003,108.989998,107.32,108.559998,96.795357,9868800
04/09/2019,109.449997,110.220001,108.559998,109.870003,97.963387,6929200
05/09/2019,111.25,113.720001,111.199997,112.370003,100.192474,13224700
06/09/2019,112.660004,112.980003,111.959999,112.610001,100.406448,7836600
09/09/2019,113.709999,116.059998,113.599998,115.400002,102.894112,13985100
10/09/2019,116.300003,117.269997,115.730003,116.870003,104.204811,14333100
11/09/2019,116.889999,117.199997,115.379997,117.190002,104.49012,9919200
12/09/2019,116.550003,118.470001,115.919998,117.910004,105.132111,12283500
13/09/2019,119,120.400002,118.75,120.230003,107.200684,16257200
16/09/2019,118.900002,119.870003,118.379997,119.160004,106.246635,11993900
17/09/2019,118.419998,118.610001,117.239998,118.57,105.720573,10735400
18/09/2019,118.32,120.080002,117.75,119.760002,106.781609,10665600
19/09/2019,119.699997,120.339996,119.089996,119.379997,106.442795,9382600
20/09/2019,119.739998,120.339996,118.870003,118.900002,106.014801,21862800
23/09/2019,117.779999,119.120003,117.68,118.879997,105.996971,9135100
24/09/2019,118.75,119.260002,117.040001,117.330002,104.614952,11696500
25/09/2019,117.269997,118.360001,117.120003,118,105.212357,9389400
26/09/2019,117.879997,118.050003,116.949997,117.029999,104.34745,9899200
27/09/2019,117.959999,118.639999,117.279999,117.720001,104.962692,10207800
30/09/2019,118.360001,118.769997,117.220001,117.690002,104.935951,9755000
01/10/2019,118.400002,119,115.410004,115.550003,103.027847,11250300
02/10/2019,114.809998,114.900002,112.93,113.25,100.977097,12548700
03/10/2019,112.269997,112.910004,110.519997,112.190002,100.83329,12735200
04/10/2019,112.339996,114.940002,112.269997,114.620003,103.017319,9453100
07/10/2019,114.190002,115.5,114.07,114.370003,102.792625,6771600
